siteName,SLFL,year,temp,nDays
Cattle Bay,SL,2009,28.6,11
Cattle Bay,SL,2009,28.7,7
Cattle Bay,SL,2009,28.8,4
Cattle Bay,SL,2009,28.9,3
Cattle Bay,SL,2009,29.1,1
Cattle Bay,SL,2010,27.5,80
Cattle Bay,SL,2010,27.6,79
Cattle Bay,SL,2010,27.8,78
Cattle Bay,SL,2010,28.1,77
Cattle Bay,SL,2010,28.4,76
Cattle Bay,SL,2010,28.5,74
Cattle Bay,SL,2010,28.6,72
Cattle Bay,SL,2010,28.7,71
Cattle Bay,SL,2010,28.8,68
Cattle Bay,SL,2010,28.9,67
Cattle Bay,SL,2010,29,57
Cattle Bay,SL,2010,29.1,47
Cattle Bay,SL,2010,29.2,34
Cattle Bay,SL,2010,29.3,25
Cattle Bay,SL,2010,29.4,14
Cattle Bay,SL,2010,29.5,7
Cattle Bay,SL,2010,29.6,3
Cattle Bay,SL,2010,29.7,1
Cattle Bay,SL,2011,27.6,92
Cattle Bay,SL,2011,27.7,90
Cattle Bay,SL,2011,27.8,85
Cattle Bay,SL,2011,27.9,80
Cattle Bay,SL,2011,28,78
Cattle Bay,SL,2011,28.1,74
Cattle Bay,SL,2011,28.2,69
Cattle Bay,SL,2011,28.3,65
Cattle Bay,SL,2011,28.4,63
Cattle Bay,SL,2011,28.5,56
Cattle Bay,SL,2011,28.6,49
Cattle Bay,SL,2011,28.7,45
Cattle Bay,SL,2011,28.8,35
Cattle Bay,SL,2011,28.9,29
Cattle Bay,SL,2011,29,22
Cattle Bay,SL,2011,29.1,17
Cattle Bay,SL,2011,29.2,13
Cattle Bay,SL,2011,29.4,12
Cattle Bay,SL,2011,29.6,9
Cattle Bay,SL,2011,29.7,7
Cattle Bay,SL,2011,29.8,5
Cattle Bay,SL,2011,29.9,2
Cattle Bay,SL,2011,30.2,1
Cattle Bay,SL,2012,27.5,101
Cattle Bay,SL,2012,27.6,93
Cattle Bay,SL,2012,27.7,88
Cattle Bay,SL,2012,27.8,87
Cattle Bay,SL,2012,27.9,85
Cattle Bay,SL,2012,28,82
Cattle Bay,SL,2012,28.2,79
Cattle Bay,SL,2012,28.3,77
Cattle Bay,SL,2012,28.4,75
Cattle Bay,SL,2012,28.5,71
Cattle Bay,SL,2012,28.6,65
Cattle Bay,SL,2012,28.7,58
Cattle Bay,SL,2012,28.8,52
Cattle Bay,SL,2012,28.9,49
Cattle Bay,SL,2012,29,45
Cattle Bay,SL,2012,29.1,36
Cattle Bay,SL,2012,29.2,28
Cattle Bay,SL,2012,29.3,23
Cattle Bay,SL,2012,29.4,21
Cattle Bay,SL,2012,29.5,19
Cattle Bay,SL,2012,29.6,17
Cattle Bay,SL,2012,29.7,13
Cattle Bay,SL,2012,29.8,10
Cattle Bay,SL,2012,29.9,1
Cattle Bay,SL,2013,27.5,96
Cattle Bay,SL,2013,27.7,95
Cattle Bay,SL,2013,27.8,91
Cattle Bay,SL,2013,27.9,87
Cattle Bay,SL,2013,28,84
Cattle Bay,SL,2013,28.1,81
Cattle Bay,SL,2013,28.4,78
Cattle Bay,SL,2013,28.6,71
Cattle Bay,SL,2013,28.7,63
Cattle Bay,SL,2013,28.8,58
Cattle Bay,SL,2013,28.9,53
Cattle Bay,SL,2013,29,52
Cattle Bay,SL,2013,29.1,49
Cattle Bay,SL,2013,29.2,43
Cattle Bay,SL,2013,29.3,32
Cattle Bay,SL,2013,29.4,28
Cattle Bay,SL,2013,29.5,17
Cattle Bay,SL,2013,29.6,9
Cattle Bay,SL,2013,29.7,3
Cattle Bay,SL,2013,29.8,1
Cattle Bay,SL,2014,27.6,73
Cattle Bay,SL,2014,27.7,66
Cattle Bay,SL,2014,27.8,60
Cattle Bay,SL,2014,27.9,59
Cattle Bay,SL,2014,28,58
Cattle Bay,SL,2014,28.1,53
Cattle Bay,SL,2014,28.2,50
Cattle Bay,SL,2014,28.3,46
Cattle Bay,SL,2014,28.4,44
Cattle Bay,SL,2014,28.5,39
Cattle Bay,SL,2014,28.6,30
Cattle Bay,SL,2014,28.7,26
Cattle Bay,SL,2014,28.8,21
Cattle Bay,SL,2014,28.9,16
Cattle Bay,SL,2014,29,11
Cattle Bay,SL,2014,29.1,7
Cattle Bay,SL,2014,29.2,4
Cattle Bay,SL,2014,29.3,1
Cattle Bay,SL,2015,27.5,120
Cattle Bay,SL,2015,27.6,119
Cattle Bay,SL,2015,27.8,118
Cattle Bay,SL,2015,27.9,117
Cattle Bay,SL,2015,28,112
Cattle Bay,SL,2015,28.2,111
Cattle Bay,SL,2015,28.4,110
Cattle Bay,SL,2015,28.5,108
Cattle Bay,SL,2015,28.6,107
Cattle Bay,SL,2015,28.7,105
Cattle Bay,SL,2015,28.8,102
Cattle Bay,SL,2015,28.9,100
Cattle Bay,SL,2015,29,97
Cattle Bay,SL,2015,29.1,94
Cattle Bay,SL,2015,29.2,88
Cattle Bay,SL,2015,29.3,79
Cattle Bay,SL,2015,29.4,70
Cattle Bay,SL,2015,29.5,62
Cattle Bay,SL,2015,29.6,44
Cattle Bay,SL,2015,29.7,31
Cattle Bay,SL,2015,29.8,25
Cattle Bay,SL,2015,29.9,18
Cattle Bay,SL,2015,30,15
Cattle Bay,SL,2015,30.1,8
Cattle Bay,SL,2015,30.2,7
Cattle Bay,SL,2015,30.3,2
Cattle Bay,SL,2015,30.4,1
Cattle Bay,SL,2016,27.5,108
Cattle Bay,SL,2016,27.7,107
Cattle Bay,SL,2016,27.8,106
Cattle Bay,SL,2016,27.9,104
Cattle Bay,SL,2016,28.2,103
Cattle Bay,SL,2016,28.3,102
Cattle Bay,SL,2016,28.4,101
Cattle Bay,SL,2016,28.5,100
Cattle Bay,SL,2016,28.6,97
Cattle Bay,SL,2016,28.7,91
Cattle Bay,SL,2016,28.8,86
Cattle Bay,SL,2016,28.9,82
Cattle Bay,SL,2016,29,73
Cattle Bay,SL,2016,29.1,63
Cattle Bay,SL,2016,29.2,52
Cattle Bay,SL,2016,29.3,48
Cattle Bay,SL,2016,29.4,45
Cattle Bay,SL,2016,29.5,34
Cattle Bay,SL,2016,29.6,25
Cattle Bay,SL,2016,29.7,16
Cattle Bay,SL,2016,29.8,9
Cattle Bay,SL,2016,29.9,3
Cattle Bay,SL,2016,30,2
Cattle Bay,SL,2016,30.1,1
Cattle Bay,SL,2017,27.8,104
Cattle Bay,SL,2017,28,103
Cattle Bay,SL,2017,28.1,102
Cattle Bay,SL,2017,28.2,99
Cattle Bay,SL,2017,28.3,98
Cattle Bay,SL,2017,28.5,97
Cattle Bay,SL,2017,28.8,96
Cattle Bay,SL,2017,29,95
Cattle Bay,SL,2017,29.3,93
Cattle Bay,SL,2017,29.4,84
Cattle Bay,SL,2017,29.5,75
Cattle Bay,SL,2017,29.6,66
Cattle Bay,SL,2017,29.7,55
Cattle Bay,SL,2017,29.8,37
Cattle Bay,SL,2017,29.9,17
Cattle Bay,SL,2017,30,13
Cattle Bay,SL,2017,30.1,8
Cattle Bay,SL,2017,30.2,6
Cattle Bay,SL,2017,30.3,4
Cattle Bay,SL,2017,30.4,1
Cattle Bay,SL,2019,27.5,90
Cattle Bay,SL,2019,27.6,85
Cattle Bay,SL,2019,27.7,83
Cattle Bay,SL,2019,27.8,80
Cattle Bay,SL,2019,27.9,76
Cattle Bay,SL,2019,28,73
Cattle Bay,SL,2019,28.1,68
Cattle Bay,SL,2019,28.2,62
Cattle Bay,SL,2019,28.3,53
Cattle Bay,SL,2019,28.4,47
Cattle Bay,SL,2019,28.5,37
Cattle Bay,SL,2019,28.6,26
Cattle Bay,SL,2019,28.7,18
Cattle Bay,SL,2019,28.8,9
Cattle Bay,SL,2019,28.9,5
Cattle Bay,SL,2019,29,4
Cattle Bay,SL,2019,29.2,1
Cattle Bay,SL,2020,27.6,91
Cattle Bay,SL,2020,27.7,87
Cattle Bay,SL,2020,27.8,86
Cattle Bay,SL,2020,27.9,85
Cattle Bay,SL,2020,28,83
Cattle Bay,SL,2020,28.1,82
Cattle Bay,SL,2020,28.2,80
Cattle Bay,SL,2020,28.3,78
Cattle Bay,SL,2020,28.4,77
Cattle Bay,SL,2020,28.5,75
Cattle Bay,SL,2020,28.7,74
Cattle Bay,SL,2020,28.8,72
Cattle Bay,SL,2020,28.9,70
Cattle Bay,SL,2020,29,67
Cattle Bay,SL,2020,29.1,59
Cattle Bay,SL,2020,29.2,53
Cattle Bay,SL,2020,29.3,49
Cattle Bay,SL,2020,29.4,40
Cattle Bay,SL,2020,29.5,30
Cattle Bay,SL,2020,29.6,23
Cattle Bay,SL,2020,29.7,18
Cattle Bay,SL,2020,29.8,9
Cattle Bay,SL,2020,29.9,3
Cattle Bay,SL,2020,30,2
Cattle Bay,SL,2020,30.2,1
Centipede Reef,SL,2013,27.6,97
Centipede Reef,SL,2013,27.7,95
Centipede Reef,SL,2013,27.8,92
Centipede Reef,SL,2013,27.9,77
Centipede Reef,SL,2013,28,62
Centipede Reef,SL,2013,28.1,55
Centipede Reef,SL,2013,28.2,44
Centipede Reef,SL,2013,28.3,41
Centipede Reef,SL,2013,28.4,33
Centipede Reef,SL,2013,28.5,28
Centipede Reef,SL,2013,28.6,23
Centipede Reef,SL,2013,28.7,15
Centipede Reef,SL,2013,28.8,14
Centipede Reef,SL,2013,28.9,9
Centipede Reef,SL,2013,29,6
Centipede Reef,SL,2013,29.1,3
Centipede Reef,SL,2013,29.2,2
Centipede Reef,SL,2013,29.5,1
Centipede Reef,SL,2014,27.5,77
Centipede Reef,SL,2014,27.6,74
Centipede Reef,SL,2014,27.7,70
Centipede Reef,SL,2014,27.8,68
Centipede Reef,SL,2014,28,60
Centipede Reef,SL,2014,28.1,49
Centipede Reef,SL,2014,28.2,38
Centipede Reef,SL,2014,28.3,23
Centipede Reef,SL,2014,28.4,14
Centipede Reef,SL,2014,28.5,8
Centipede Reef,SL,2014,28.6,7
Centipede Reef,SL,2014,28.7,6
Centipede Reef,SL,2014,28.8,2
Centipede Reef,SL,2014,28.9,1
Centipede Reef,SL,2015,27.5,117
Centipede Reef,SL,2015,27.7,114
Centipede Reef,SL,2015,27.8,112
Centipede Reef,SL,2015,27.9,110
Centipede Reef,SL,2015,28,107
Centipede Reef,SL,2015,28.1,104
Centipede Reef,SL,2015,28.2,99
Centipede Reef,SL,2015,28.3,92
Centipede Reef,SL,2015,28.4,84
Centipede Reef,SL,2015,28.5,69
Centipede Reef,SL,2015,28.6,56
Centipede Reef,SL,2015,28.7,47
Centipede Reef,SL,2015,28.8,43
Centipede Reef,SL,2015,28.9,33
Centipede Reef,SL,2015,29,20
Centipede Reef,SL,2015,29.1,13
Centipede Reef,SL,2015,29.2,5
Centipede Reef,SL,2015,29.3,3
Centipede Reef,SL,2015,29.4,1
Centipede Reef,SL,2016,27.5,118
Centipede Reef,SL,2016,27.7,116
Centipede Reef,SL,2016,27.8,114
Centipede Reef,SL,2016,27.9,110
Centipede Reef,SL,2016,28,105
Centipede Reef,SL,2016,28.1,103
Centipede Reef,SL,2016,28.2,102
Centipede Reef,SL,2016,28.3,99
Centipede Reef,SL,2016,28.4,93
Centipede Reef,SL,2016,28.5,81
Centipede Reef,SL,2016,28.6,71
Centipede Reef,SL,2016,28.7,64
Centipede Reef,SL,2016,28.8,61
Centipede Reef,SL,2016,28.9,58
Centipede Reef,SL,2016,29,48
Centipede Reef,SL,2016,29.1,36
Centipede Reef,SL,2016,29.2,21
Centipede Reef,SL,2016,29.3,9
Centipede Reef,SL,2016,29.4,6
Centipede Reef,SL,2016,29.5,3
Centipede Reef,SL,2016,29.6,1
Cherepo,CH,2014,27.6,120
Cherepo,CH,2014,27.7,117
Cherepo,CH,2014,27.8,116
Cherepo,CH,2014,27.9,115
Cherepo,CH,2014,28.1,112
Cherepo,CH,2014,28.2,109
Cherepo,CH,2014,28.3,104
Cherepo,CH,2014,28.4,102
Cherepo,CH,2014,28.5,92
Cherepo,CH,2014,28.6,82
Cherepo,CH,2014,28.7,74
Cherepo,CH,2014,28.8,64
Cherepo,CH,2014,28.9,54
Cherepo,CH,2014,29,44
Cherepo,CH,2014,29.1,32
Cherepo,CH,2014,29.2,26
Cherepo,CH,2014,29.3,21
Cherepo,CH,2014,29.4,20
Cherepo,CH,2014,29.5,19
Cherepo,CH,2014,29.6,16
Cherepo,CH,2014,29.7,14
Cherepo,CH,2014,29.8,13
Cherepo,CH,2014,29.9,12
Cherepo,CH,2014,30,11
Cherepo,CH,2014,30.1,8
Cherepo,CH,2014,30.2,6
Cherepo,CH,2014,30.4,5
Cherepo,CH,2014,30.5,1
Cherepo,CH,2015,28.4,52
Cherepo,CH,2015,28.5,50
Cherepo,CH,2015,28.6,48
Cherepo,CH,2015,28.7,45
Cherepo,CH,2015,28.9,38
Cherepo,CH,2015,29,36
Cherepo,CH,2015,29.1,32
Cherepo,CH,2015,29.2,27
Cherepo,CH,2015,29.3,24
Cherepo,CH,2015,29.4,21
Cherepo,CH,2015,29.5,19
Cherepo,CH,2015,29.6,12
Cherepo,CH,2015,29.7,11
Cherepo,CH,2015,29.8,9
Cherepo,CH,2015,29.9,8
Cherepo,CH,2015,30,7
Cherepo,CH,2015,30.2,6
Cherepo,CH,2015,30.5,5
Cherepo,CH,2015,30.6,4
Cherepo,CH,2015,30.7,2
Cherepo,CH,2015,30.8,1
Cherepo,CH,2017,27.7,119
Cherepo,CH,2017,27.8,118
Cherepo,CH,2017,27.9,115
Cherepo,CH,2017,28,114
Cherepo,CH,2017,28.1,112
Cherepo,CH,2017,28.2,109
Cherepo,CH,2017,28.3,107
Cherepo,CH,2017,28.4,106
Cherepo,CH,2017,28.5,104
Cherepo,CH,2017,28.7,100
Cherepo,CH,2017,28.8,98
Cherepo,CH,2017,28.9,97
Cherepo,CH,2017,29,94
Cherepo,CH,2017,29.1,86
Cherepo,CH,2017,29.2,78
Cherepo,CH,2017,29.3,64
Cherepo,CH,2017,29.4,58
Cherepo,CH,2017,29.5,50
Cherepo,CH,2017,29.6,42
Cherepo,CH,2017,29.7,34
Cherepo,CH,2017,29.8,29
Cherepo,CH,2017,29.9,26
Cherepo,CH,2017,30,17
Cherepo,CH,2017,30.1,8
Cherepo,CH,2017,30.2,6
Cherepo,CH,2017,30.4,5
Cherepo,CH,2017,30.5,4
Cherepo,CH,2017,30.6,1
Chicken Reef,CH,1996,27.5,2
Chicken Reef,CH,1996,27.6,1
Chicken Reef,CH,1997,27.6,66
Chicken Reef,CH,1997,27.7,56
Chicken Reef,CH,1997,27.8,46
Chicken Reef,CH,1997,27.9,35
Chicken Reef,CH,1997,28,31
Chicken Reef,CH,1997,28.1,19
Chicken Reef,CH,1997,28.2,6
Chicken Reef,CH,1997,28.3,2
Chicken Reef,CH,1997,28.4,1
Chicken Reef,CH,1998,27.6,117
Chicken Reef,CH,1998,27.7,115
Chicken Reef,CH,1998,27.8,105
Chicken Reef,CH,1998,27.9,93
Chicken Reef,CH,1998,28,76
Chicken Reef,CH,1998,28.1,69
Chicken Reef,CH,1998,28.2,59
Chicken Reef,CH,1998,28.3,56
Chicken Reef,CH,1998,28.4,50
Chicken Reef,CH,1998,28.5,40
Chicken Reef,CH,1998,28.6,32
Chicken Reef,CH,1998,28.7,30
Chicken Reef,CH,1998,28.8,25
Chicken Reef,CH,1998,28.9,24
Chicken Reef,CH,1998,29,23
Chicken Reef,CH,1998,29.1,22
Chicken Reef,CH,1998,29.2,17
Chicken Reef,CH,1998,29.3,13
Chicken Reef,CH,1998,29.4,6
Chicken Reef,CH,1998,29.5,2
Chicken Reef,CH,1998,29.6,1
Chicken Reef,CH,1999,27.6,101
Chicken Reef,CH,1999,27.7,100
Chicken Reef,CH,1999,27.8,98
Chicken Reef,CH,1999,27.9,92
Chicken Reef,CH,1999,28,85
Chicken Reef,CH,1999,28.1,79
Chicken Reef,CH,1999,28.2,78
Chicken Reef,CH,1999,28.3,75
Chicken Reef,CH,1999,28.4,67
Chicken Reef,CH,1999,28.5,58
Chicken Reef,CH,1999,28.6,49
Chicken Reef,CH,1999,28.7,38
Chicken Reef,CH,1999,28.8,29
Chicken Reef,CH,1999,28.9,18
Chicken Reef,CH,1999,29,9
Chicken Reef,CH,1999,29.1,4
Chicken Reef,CH,1999,29.2,1
Chicken Reef,CH,2000,27.6,86
Chicken Reef,CH,2000,27.7,73
Chicken Reef,CH,2000,27.8,63
Chicken Reef,CH,2000,27.9,48
Chicken Reef,CH,2000,28,32
Chicken Reef,CH,2000,28.1,22
Chicken Reef,CH,2000,28.2,16
Chicken Reef,CH,2000,28.3,14
Chicken Reef,CH,2000,28.4,8
Chicken Reef,CH,2000,28.5,4
Chicken Reef,CH,2000,28.6,3
Chicken Reef,CH,2000,28.7,1
Chicken Reef,CH,2001,27.5,83
Chicken Reef,CH,2001,27.6,78
Chicken Reef,CH,2001,27.7,76
Chicken Reef,CH,2001,27.8,74
Chicken Reef,CH,2001,27.9,69
Chicken Reef,CH,2001,28,67
Chicken Reef,CH,2001,28.1,58
Chicken Reef,CH,2001,28.2,48
Chicken Reef,CH,2001,28.3,40
Chicken Reef,CH,2001,28.4,32
Chicken Reef,CH,2001,28.5,23
Chicken Reef,CH,2001,28.6,16
Chicken Reef,CH,2001,28.7,12
Chicken Reef,CH,2001,28.8,5
Chicken Reef,CH,2001,28.9,1
Chicken Reef,CH,2002,27.5,97
Chicken Reef,CH,2002,27.6,96
Chicken Reef,CH,2002,27.7,95
Chicken Reef,CH,2002,27.8,93
Chicken Reef,CH,2002,27.9,92
Chicken Reef,CH,2002,28,90
Chicken Reef,CH,2002,28.1,87
Chicken Reef,CH,2002,28.2,82
Chicken Reef,CH,2002,28.3,78
Chicken Reef,CH,2002,28.4,76
Chicken Reef,CH,2002,28.5,73
Chicken Reef,CH,2002,28.6,70
Chicken Reef,CH,2002,28.7,62
Chicken Reef,CH,2002,28.8,53
Chicken Reef,CH,2002,28.9,39
Chicken Reef,CH,2002,29,34
Chicken Reef,CH,2002,29.1,26
Chicken Reef,CH,2002,29.2,18
Chicken Reef,CH,2002,29.3,13
Chicken Reef,CH,2002,29.4,11
Chicken Reef,CH,2002,29.5,10
Chicken Reef,CH,2002,29.6,8
Chicken Reef,CH,2002,29.7,3
Chicken Reef,CH,2002,29.8,2
Chicken Reef,CH,2002,29.9,1
Chicken Reef,CH,2003,27.6,110
Chicken Reef,CH,2003,27.8,107
Chicken Reef,CH,2003,27.9,94
Chicken Reef,CH,2003,28,71
Chicken Reef,CH,2003,28.1,49
Chicken Reef,CH,2003,28.2,39
Chicken Reef,CH,2003,28.3,33
Chicken Reef,CH,2003,28.4,26
Chicken Reef,CH,2003,28.5,20
Chicken Reef,CH,2003,28.6,12
Chicken Reef,CH,2003,28.7,10
Chicken Reef,CH,2003,28.8,9
Chicken Reef,CH,2003,28.9,7
Chicken Reef,CH,2003,29,2
Chicken Reef,CH,2003,29.1,1
Chicken Reef,CH,2004,27.6,95
Chicken Reef,CH,2004,27.8,94
Chicken Reef,CH,2004,27.9,92
Chicken Reef,CH,2004,28,88
Chicken Reef,CH,2004,28.1,82
Chicken Reef,CH,2004,28.2,76
Chicken Reef,CH,2004,28.3,68
Chicken Reef,CH,2004,28.4,66
Chicken Reef,CH,2004,28.5,62
Chicken Reef,CH,2004,28.6,57
Chicken Reef,CH,2004,28.7,44
Chicken Reef,CH,2004,28.8,33
Chicken Reef,CH,2004,28.9,25
Chicken Reef,CH,2004,29,18
Chicken Reef,CH,2004,29.1,13
Chicken Reef,CH,2004,29.3,11
Chicken Reef,CH,2004,29.4,9
Chicken Reef,CH,2004,29.5,8
Chicken Reef,CH,2004,29.6,6
Chicken Reef,CH,2004,29.7,5
Chicken Reef,CH,2004,29.8,4
Chicken Reef,CH,2004,29.9,2
Chicken Reef,CH,2004,30,1
Chicken Reef,CH,2006,27.5,109
Chicken Reef,CH,2006,27.6,106
Chicken Reef,CH,2006,27.7,105
Chicken Reef,CH,2006,27.8,99
Chicken Reef,CH,2006,27.9,94
Chicken Reef,CH,2006,28,90
Chicken Reef,CH,2006,28.1,87
Chicken Reef,CH,2006,28.2,79
Chicken Reef,CH,2006,28.3,66
Chicken Reef,CH,2006,28.4,60
Chicken Reef,CH,2006,28.5,54
Chicken Reef,CH,2006,28.6,51
Chicken Reef,CH,2006,28.7,44
Chicken Reef,CH,2006,28.8,29
Chicken Reef,CH,2006,28.9,20
Chicken Reef,CH,2006,29,15
Chicken Reef,CH,2006,29.1,12
Chicken Reef,CH,2006,29.2,3
Chicken Reef,CH,2006,29.3,2
Chicken Reef,CH,2006,29.5,1
Chicken Reef,CH,2007,27.6,98
Chicken Reef,CH,2007,27.7,97
Chicken Reef,CH,2007,27.8,96
Chicken Reef,CH,2007,27.9,95
Chicken Reef,CH,2007,28,94
Chicken Reef,CH,2007,28.1,90
Chicken Reef,CH,2007,28.2,84
Chicken Reef,CH,2007,28.3,77
Chicken Reef,CH,2007,28.4,59
Chicken Reef,CH,2007,28.5,44
Chicken Reef,CH,2007,28.6,40
Chicken Reef,CH,2007,28.7,29
Chicken Reef,CH,2007,28.8,21
Chicken Reef,CH,2007,28.9,14
Chicken Reef,CH,2007,29,11
Chicken Reef,CH,2007,29.1,6
Chicken Reef,CH,2007,29.2,2
Chicken Reef,CH,2007,29.3,1
Chicken Reef,CH,2008,27.5,108
Chicken Reef,CH,2008,27.6,107
Chicken Reef,CH,2008,27.7,106
Chicken Reef,CH,2008,27.8,103
Chicken Reef,CH,2008,27.9,101
Chicken Reef,CH,2008,28,99
Chicken Reef,CH,2008,28.1,97
Chicken Reef,CH,2008,28.2,93
Chicken Reef,CH,2008,28.3,83
Chicken Reef,CH,2008,28.4,75
Chicken Reef,CH,2008,28.5,72
Chicken Reef,CH,2008,28.6,70
Chicken Reef,CH,2008,28.7,67
Chicken Reef,CH,2008,28.8,65
Chicken Reef,CH,2008,28.9,64
Chicken Reef,CH,2008,29,63
Chicken Reef,CH,2008,29.3,62
Chicken Reef,CH,2008,29.5,58
Chicken Reef,CH,2008,29.6,55
Chicken Reef,CH,2008,29.7,49
Chicken Reef,CH,2008,29.8,40
Chicken Reef,CH,2008,29.9,26
Chicken Reef,CH,2008,30,18
Chicken Reef,CH,2008,30.1,7
Chicken Reef,CH,2008,30.2,4
Chicken Reef,CH,2008,30.3,2
Chicken Reef,CH,2008,30.4,1
Chicken Reef,CH,2009,28,119
Chicken Reef,CH,2009,28.1,116
Chicken Reef,CH,2009,28.2,106
Chicken Reef,CH,2009,28.3,96
Chicken Reef,CH,2009,28.4,87
Chicken Reef,CH,2009,28.5,82
Chicken Reef,CH,2009,28.6,80
Chicken Reef,CH,2009,28.7,77
Chicken Reef,CH,2009,28.8,69
Chicken Reef,CH,2009,28.9,66
Chicken Reef,CH,2009,29,65
Chicken Reef,CH,2009,29.1,56
Chicken Reef,CH,2009,29.2,50
Chicken Reef,CH,2009,29.3,42
Chicken Reef,CH,2009,29.4,35
Chicken Reef,CH,2009,29.5,29
Chicken Reef,CH,2009,29.6,22
Chicken Reef,CH,2009,29.7,18
Chicken Reef,CH,2009,29.8,16
Chicken Reef,CH,2009,29.9,13
Chicken Reef,CH,2009,30,9
Chicken Reef,CH,2009,30.1,6
Chicken Reef,CH,2009,30.2,2
Chicken Reef,CH,2009,30.3,1
Chicken Reef,CH,2010,27.5,107
Chicken Reef,CH,2010,27.6,96
Chicken Reef,CH,2010,27.7,90
Chicken Reef,CH,2010,27.8,81
Chicken Reef,CH,2010,27.9,78
Chicken Reef,CH,2010,28,75
Chicken Reef,CH,2010,28.1,69
Chicken Reef,CH,2010,28.2,63
Chicken Reef,CH,2010,28.3,50
Chicken Reef,CH,2010,28.4,37
Chicken Reef,CH,2010,28.5,29
Chicken Reef,CH,2010,28.6,23
Chicken Reef,CH,2010,28.7,15
Chicken Reef,CH,2010,28.8,10
Chicken Reef,CH,2010,28.9,6
Chicken Reef,CH,2010,29,4
Chicken Reef,CH,2010,29.1,1
Chicken Reef,CH,2011,28.2,2
Chicken Reef,CH,2011,28.4,1
Chicken Reef,CH,2012,27.6,98
Chicken Reef,CH,2012,27.7,93
Chicken Reef,CH,2012,27.8,87
Chicken Reef,CH,2012,27.9,85
Chicken Reef,CH,2012,28,76
Chicken Reef,CH,2012,28.1,69
Chicken Reef,CH,2012,28.2,65
Chicken Reef,CH,2012,28.3,61
Chicken Reef,CH,2012,28.4,59
Chicken Reef,CH,2012,28.5,56
Chicken Reef,CH,2012,28.6,50
Chicken Reef,CH,2012,28.7,45
Chicken Reef,CH,2012,28.8,35
Chicken Reef,CH,2012,28.9,22
Chicken Reef,CH,2012,29,18
Chicken Reef,CH,2012,29.1,16
Chicken Reef,CH,2012,29.2,14
Chicken Reef,CH,2012,29.3,9
Chicken Reef,CH,2012,29.4,6
Chicken Reef,CH,2012,29.5,4
Chicken Reef,CH,2012,29.6,3
Chicken Reef,CH,2012,29.8,1
Chicken Reef,CH,2013,27.5,102
Chicken Reef,CH,2013,27.6,100
Chicken Reef,CH,2013,27.7,99
Chicken Reef,CH,2013,27.8,96
Chicken Reef,CH,2013,27.9,93
Chicken Reef,CH,2013,28,89
Chicken Reef,CH,2013,28.1,79
Chicken Reef,CH,2013,28.2,65
Chicken Reef,CH,2013,28.3,49
Chicken Reef,CH,2013,28.4,45
Chicken Reef,CH,2013,28.5,38
Chicken Reef,CH,2013,28.6,27
Chicken Reef,CH,2013,28.7,24
Chicken Reef,CH,2013,28.8,19
Chicken Reef,CH,2013,28.9,16
Chicken Reef,CH,2013,29,14
Chicken Reef,CH,2013,29.1,11
Chicken Reef,CH,2013,29.2,10
Chicken Reef,CH,2013,29.3,5
Chicken Reef,CH,2013,29.4,3
Chicken Reef,CH,2013,29.5,1
Chicken Reef,CH,2014,27.5,69
Chicken Reef,CH,2014,27.6,68
Chicken Reef,CH,2014,27.7,67
Chicken Reef,CH,2014,27.8,66
Chicken Reef,CH,2014,27.9,60
Chicken Reef,CH,2014,28,55
Chicken Reef,CH,2014,28.1,41
Chicken Reef,CH,2014,28.2,26
Chicken Reef,CH,2014,28.3,19
Chicken Reef,CH,2014,28.4,13
Chicken Reef,CH,2014,28.5,7
Chicken Reef,CH,2014,28.6,4
Chicken Reef,CH,2014,28.7,3
Chicken Reef,CH,2014,28.8,1
Chicken Reef,CH,2015,27.5,118
Chicken Reef,CH,2015,27.6,116
Chicken Reef,CH,2015,27.8,113
Chicken Reef,CH,2015,27.9,111
Chicken Reef,CH,2015,28,108
Chicken Reef,CH,2015,28.1,106
Chicken Reef,CH,2015,28.2,105
Chicken Reef,CH,2015,28.3,103
Chicken Reef,CH,2015,28.4,93
Chicken Reef,CH,2015,28.5,86
Chicken Reef,CH,2015,28.6,80
Chicken Reef,CH,2015,28.7,67
Chicken Reef,CH,2015,28.8,50
Chicken Reef,CH,2015,28.9,41
Chicken Reef,CH,2015,29,31
Chicken Reef,CH,2015,29.1,20
Chicken Reef,CH,2015,29.2,12
Chicken Reef,CH,2015,29.3,5
Chicken Reef,CH,2015,29.4,3
Chicken Reef,CH,2015,29.5,2
Chicken Reef,CH,2015,29.6,1
Chicken Reef,CH,2016,27.5,118
Chicken Reef,CH,2016,27.6,117
Chicken Reef,CH,2016,27.8,116
Chicken Reef,CH,2016,27.9,111
Chicken Reef,CH,2016,28,109
Chicken Reef,CH,2016,28.1,104
Chicken Reef,CH,2016,28.2,102
Chicken Reef,CH,2016,28.3,99
Chicken Reef,CH,2016,28.4,90
Chicken Reef,CH,2016,28.5,82
Chicken Reef,CH,2016,28.6,73
Chicken Reef,CH,2016,28.7,66
Chicken Reef,CH,2016,28.8,63
Chicken Reef,CH,2016,28.9,60
Chicken Reef,CH,2016,29,49
Chicken Reef,CH,2016,29.1,39
Chicken Reef,CH,2016,29.2,27
Chicken Reef,CH,2016,29.3,16
