siteName,SLFL,year,temp,nDays
19-131 Reef,FL,2015,27.6,79
19-131 Reef,FL,2015,27.7,77
19-131 Reef,FL,2015,27.8,76
19-131 Reef,FL,2015,27.9,75
19-131 Reef,FL,2015,28,73
19-131 Reef,FL,2015,28.1,71
19-131 Reef,FL,2015,28.2,67
19-131 Reef,FL,2015,28.3,59
19-131 Reef,FL,2015,28.4,49
19-131 Reef,FL,2015,28.5,39
19-131 Reef,FL,2015,28.6,26
19-131 Reef,FL,2015,28.7,13
19-131 Reef,FL,2015,28.8,10
19-131 Reef,FL,2015,28.9,7
19-131 Reef,FL,2015,29,6
19-131 Reef,FL,2015,29.1,4
19-131 Reef,FL,2015,29.4,1
19-131 Reef,FL,2016,27.5,109
19-131 Reef,FL,2016,27.6,107
19-131 Reef,FL,2016,27.8,103
19-131 Reef,FL,2016,27.9,101
19-131 Reef,FL,2016,28,96
19-131 Reef,FL,2016,28.1,94
19-131 Reef,FL,2016,28.2,92
19-131 Reef,FL,2016,28.3,85
19-131 Reef,FL,2016,28.4,76
19-131 Reef,FL,2016,28.5,69
19-131 Reef,FL,2016,28.6,59
19-131 Reef,FL,2016,28.7,45
19-131 Reef,FL,2016,28.8,38
19-131 Reef,FL,2016,28.9,31
19-131 Reef,FL,2016,29,26
19-131 Reef,FL,2016,29.1,21
19-131 Reef,FL,2016,29.2,17
19-131 Reef,FL,2016,29.3,10
19-131 Reef,FL,2016,29.4,9
19-131 Reef,FL,2016,29.5,6
19-131 Reef,FL,2016,29.6,4
19-131 Reef,FL,2016,29.7,2
19-131 Reef,FL,2016,29.9,1
19-131 Reef,FL,2017,27.6,98
19-131 Reef,FL,2017,27.7,97
19-131 Reef,FL,2017,27.8,95
19-131 Reef,FL,2017,27.9,94
19-131 Reef,FL,2017,28,92
19-131 Reef,FL,2017,28.2,88
19-131 Reef,FL,2017,28.3,85
19-131 Reef,FL,2017,28.4,81
19-131 Reef,FL,2017,28.5,75
19-131 Reef,FL,2017,28.6,71
19-131 Reef,FL,2017,28.7,56
19-131 Reef,FL,2017,28.8,44
19-131 Reef,FL,2017,28.9,28
19-131 Reef,FL,2017,29,21
19-131 Reef,FL,2017,29.1,13
19-131 Reef,FL,2017,29.2,5
19-131 Reef,FL,2017,29.3,2
19-131 Reef,FL,2017,29.4,1
19-131 Reef,FL,2018,27.5,71
19-131 Reef,FL,2018,27.6,58
19-131 Reef,FL,2018,27.7,52
19-131 Reef,FL,2018,27.8,43
19-131 Reef,FL,2018,27.9,36
19-131 Reef,FL,2018,28,24
19-131 Reef,FL,2018,28.1,10
19-131 Reef,FL,2018,28.2,2
19-131 Reef,FL,2018,28.3,1
19-131 Reef,FL,2019,27.7,1
19-131 Reef,SL,2015,27.5,91
19-131 Reef,SL,2015,27.6,89
19-131 Reef,SL,2015,27.7,87
19-131 Reef,SL,2015,27.8,86
19-131 Reef,SL,2015,27.9,85
19-131 Reef,SL,2015,28,77
19-131 Reef,SL,2015,28.1,73
19-131 Reef,SL,2015,28.2,59
19-131 Reef,SL,2015,28.3,45
19-131 Reef,SL,2015,28.4,34
19-131 Reef,SL,2015,28.5,25
19-131 Reef,SL,2015,28.6,15
19-131 Reef,SL,2015,28.7,8
19-131 Reef,SL,2015,28.8,7
19-131 Reef,SL,2015,29,6
19-131 Reef,SL,2015,29.1,2
19-131 Reef,SL,2015,29.2,1
19-131 Reef,SL,2016,27.5,108
19-131 Reef,SL,2016,27.6,104
19-131 Reef,SL,2016,27.7,102
19-131 Reef,SL,2016,27.8,101
19-131 Reef,SL,2016,27.9,98
19-131 Reef,SL,2016,28,94
19-131 Reef,SL,2016,28.1,92
19-131 Reef,SL,2016,28.2,89
19-131 Reef,SL,2016,28.3,72
19-131 Reef,SL,2016,28.4,67
19-131 Reef,SL,2016,28.5,57
19-131 Reef,SL,2016,28.6,44
19-131 Reef,SL,2016,28.7,34
19-131 Reef,SL,2016,28.8,29
19-131 Reef,SL,2016,28.9,26
19-131 Reef,SL,2016,29,22
19-131 Reef,SL,2016,29.1,14
19-131 Reef,SL,2016,29.2,5
19-131 Reef,SL,2016,29.3,1
19-131 Reef,SL,2017,28.2,53
19-131 Reef,SL,2017,28.3,49
19-131 Reef,SL,2017,28.4,45
19-131 Reef,SL,2017,28.5,43
19-131 Reef,SL,2017,28.6,42
19-131 Reef,SL,2017,28.7,30
19-131 Reef,SL,2017,28.8,17
19-131 Reef,SL,2017,28.9,11
19-131 Reef,SL,2017,29,8
19-131 Reef,SL,2017,29.1,5
19-131 Reef,SL,2017,29.2,2
19-131 Reef,SL,2017,29.3,1
19-131 Reef,SL,2011,27.6,21
19-131 Reef,SL,2011,27.7,19
19-131 Reef,SL,2011,27.8,18
19-131 Reef,SL,2011,27.9,10
19-131 Reef,SL,2011,28,8
19-131 Reef,SL,2011,28.1,6
19-131 Reef,SL,2011,28.2,4
19-131 Reef,SL,2011,28.3,3
19-131 Reef,SL,2011,28.4,1
19-131 Reef,SL,2012,27.5,87
19-131 Reef,SL,2012,27.6,84
19-131 Reef,SL,2012,27.7,81
19-131 Reef,SL,2012,27.8,77
19-131 Reef,SL,2012,27.9,70
19-131 Reef,SL,2012,28,66
19-131 Reef,SL,2012,28.1,58
19-131 Reef,SL,2012,28.2,48
19-131 Reef,SL,2012,28.3,46
19-131 Reef,SL,2012,28.4,44
19-131 Reef,SL,2012,28.5,43
19-131 Reef,SL,2012,28.6,38
19-131 Reef,SL,2012,28.7,31
19-131 Reef,SL,2012,28.8,20
19-131 Reef,SL,2012,28.9,10
19-131 Reef,SL,2012,29,6
19-131 Reef,SL,2012,29.1,3
19-131 Reef,SL,2012,29.2,1
19-131 Reef,SL,2013,27.5,73
19-131 Reef,SL,2013,27.6,65
19-131 Reef,SL,2013,27.7,62
19-131 Reef,SL,2013,27.8,59
19-131 Reef,SL,2013,27.9,57
19-131 Reef,SL,2013,28,50
19-131 Reef,SL,2013,28.1,43
19-131 Reef,SL,2013,28.2,34
19-131 Reef,SL,2013,28.3,20
19-131 Reef,SL,2013,28.4,11
19-131 Reef,SL,2013,28.5,8
19-131 Reef,SL,2013,28.6,5
19-131 Reef,SL,2013,28.7,2
19-131 Reef,SL,2013,28.9,1
19-131 Reef,SL,2014,27.5,58
19-131 Reef,SL,2014,27.6,48
19-131 Reef,SL,2014,27.7,39
19-131 Reef,SL,2014,27.8,27
19-131 Reef,SL,2014,27.9,16
19-131 Reef,SL,2014,28,9
19-131 Reef,SL,2014,28.1,4
19-131 Reef,SL,2014,28.2,1
19-138 Reef,FL,2015,27.6,76
19-138 Reef,FL,2015,27.7,75
19-138 Reef,FL,2015,27.8,74
19-138 Reef,FL,2015,28,72
19-138 Reef,FL,2015,28.1,67
19-138 Reef,FL,2015,28.2,60
19-138 Reef,FL,2015,28.3,53
19-138 Reef,FL,2015,28.4,36
19-138 Reef,FL,2015,28.5,25
19-138 Reef,FL,2015,28.6,15
19-138 Reef,FL,2015,28.7,10
19-138 Reef,FL,2015,28.8,7
19-138 Reef,FL,2015,28.9,6
19-138 Reef,FL,2015,29,5
19-138 Reef,FL,2015,29.1,4
19-138 Reef,FL,2015,29.2,1
19-138 Reef,FL,2016,27.5,108
19-138 Reef,FL,2016,27.6,104
19-138 Reef,FL,2016,27.7,103
19-138 Reef,FL,2016,27.8,101
19-138 Reef,FL,2016,27.9,95
19-138 Reef,FL,2016,28,94
19-138 Reef,FL,2016,28.1,92
19-138 Reef,FL,2016,28.2,84
19-138 Reef,FL,2016,28.3,72
19-138 Reef,FL,2016,28.4,67
19-138 Reef,FL,2016,28.5,57
19-138 Reef,FL,2016,28.6,45
19-138 Reef,FL,2016,28.7,34
19-138 Reef,FL,2016,28.8,31
19-138 Reef,FL,2016,28.9,29
19-138 Reef,FL,2016,29,22
19-138 Reef,FL,2016,29.1,17
19-138 Reef,FL,2016,29.2,10
19-138 Reef,FL,2016,29.3,5
19-138 Reef,FL,2016,29.4,3
19-138 Reef,FL,2016,29.5,1
19-138 Reef,FL,2017,28.1,62
19-138 Reef,FL,2017,28.2,60
19-138 Reef,FL,2017,28.3,58
19-138 Reef,FL,2017,28.4,53
19-138 Reef,FL,2017,28.5,50
19-138 Reef,FL,2017,28.6,43
19-138 Reef,FL,2017,28.7,36
19-138 Reef,FL,2017,28.8,21
19-138 Reef,FL,2017,28.9,14
19-138 Reef,FL,2017,29,9
19-138 Reef,FL,2017,29.1,5
19-138 Reef,FL,2017,29.2,2
19-138 Reef,FL,2017,29.3,1
19-138 Reef,SL,2015,27.6,90
19-138 Reef,SL,2015,27.7,88
19-138 Reef,SL,2015,27.8,87
19-138 Reef,SL,2015,27.9,86
19-138 Reef,SL,2015,28,85
19-138 Reef,SL,2015,28.1,78
19-138 Reef,SL,2015,28.2,63
19-138 Reef,SL,2015,28.3,46
19-138 Reef,SL,2015,28.4,32
19-138 Reef,SL,2015,28.5,25
19-138 Reef,SL,2015,28.6,14
19-138 Reef,SL,2015,28.7,7
19-138 Reef,SL,2015,28.9,6
19-138 Reef,SL,2015,29.1,2
19-138 Reef,SL,2015,29.2,1
19-138 Reef,SL,2016,27.5,107
19-138 Reef,SL,2016,27.6,103
19-138 Reef,SL,2016,27.7,102
19-138 Reef,SL,2016,27.8,101
19-138 Reef,SL,2016,27.9,96
19-138 Reef,SL,2016,28,94
19-138 Reef,SL,2016,28.1,91
19-138 Reef,SL,2016,28.2,88
19-138 Reef,SL,2016,28.3,72
19-138 Reef,SL,2016,28.4,65
19-138 Reef,SL,2016,28.5,59
19-138 Reef,SL,2016,28.6,48
19-138 Reef,SL,2016,28.7,36
19-138 Reef,SL,2016,28.8,31
19-138 Reef,SL,2016,28.9,28
19-138 Reef,SL,2016,29,20
19-138 Reef,SL,2016,29.1,14
19-138 Reef,SL,2016,29.2,7
19-138 Reef,SL,2016,29.3,5
19-138 Reef,SL,2016,29.4,2
19-138 Reef,SL,2016,29.5,1
19-138 Reef,SL,2017,27.5,100
19-138 Reef,SL,2017,27.6,98
19-138 Reef,SL,2017,27.7,97
19-138 Reef,SL,2017,27.8,96
19-138 Reef,SL,2017,27.9,95
19-138 Reef,SL,2017,28,94
19-138 Reef,SL,2017,28.1,89
19-138 Reef,SL,2017,28.2,84
19-138 Reef,SL,2017,28.3,82
19-138 Reef,SL,2017,28.4,75
19-138 Reef,SL,2017,28.5,70
19-138 Reef,SL,2017,28.6,68
19-138 Reef,SL,2017,28.7,57
19-138 Reef,SL,2017,28.8,37
19-138 Reef,SL,2017,28.9,22
19-138 Reef,SL,2017,29,12
19-138 Reef,SL,2017,29.1,5
19-138 Reef,SL,2017,29.2,1
19-138 Reef,SL,2011,27.5,18
19-138 Reef,SL,2011,27.7,14
19-138 Reef,SL,2011,27.8,10
19-138 Reef,SL,2011,27.9,7
19-138 Reef,SL,2011,28,5
19-138 Reef,SL,2011,28.1,4
19-138 Reef,SL,2011,28.3,1
19-138 Reef,SL,2012,27.5,81
19-138 Reef,SL,2012,27.6,78
19-138 Reef,SL,2012,27.7,74
19-138 Reef,SL,2012,27.8,69
19-138 Reef,SL,2012,27.9,63
19-138 Reef,SL,2012,28,54
19-138 Reef,SL,2012,28.1,47
19-138 Reef,SL,2012,28.2,45
19-138 Reef,SL,2012,28.3,43
19-138 Reef,SL,2012,28.4,40
19-138 Reef,SL,2012,28.5,32
19-138 Reef,SL,2012,28.6,21
19-138 Reef,SL,2012,28.7,16
19-138 Reef,SL,2012,28.8,8
19-138 Reef,SL,2012,28.9,3
19-138 Reef,SL,2012,29,1
19-138 Reef,SL,2013,27.5,63
19-138 Reef,SL,2013,27.6,60
19-138 Reef,SL,2013,27.7,57
19-138 Reef,SL,2013,27.8,51
19-138 Reef,SL,2013,27.9,47
19-138 Reef,SL,2013,28,34
19-138 Reef,SL,2013,28.1,24
19-138 Reef,SL,2013,28.2,11
19-138 Reef,SL,2013,28.3,9
19-138 Reef,SL,2013,28.4,7
19-138 Reef,SL,2013,28.5,3
19-138 Reef,SL,2013,28.6,2
19-138 Reef,SL,2013,28.8,1
19-138 Reef,SL,2014,27.5,66
19-138 Reef,SL,2014,27.6,57
19-138 Reef,SL,2014,27.7,48
19-138 Reef,SL,2014,27.8,38
19-138 Reef,SL,2014,27.9,23
19-138 Reef,SL,2014,28,13
19-138 Reef,SL,2014,28.1,5
19-138 Reef,SL,2014,28.2,3
19-138 Reef,SL,2014,28.3,1
19-138 Reef,SL,2018,27.5,93
19-138 Reef,SL,2018,27.7,89
19-138 Reef,SL,2018,27.8,79
19-138 Reef,SL,2018,27.9,67
19-138 Reef,SL,2018,28,58
19-138 Reef,SL,2018,28.1,48
19-138 Reef,SL,2018,28.2,42
19-138 Reef,SL,2018,28.3,31
19-138 Reef,SL,2018,28.4,19
19-138 Reef,SL,2018,28.5,3
19-138 Reef,SL,2018,28.6,1
19-138 Reef,SL,2019,27.5,79
19-138 Reef,SL,2019,27.6,57
19-138 Reef,SL,2019,27.7,43
19-138 Reef,SL,2019,27.8,36
19-138 Reef,SL,2019,27.9,30
19-138 Reef,SL,2019,28,20
19-138 Reef,SL,2019,28.1,11
19-138 Reef,SL,2019,28.2,2
19-138 Reef,SL,2019,28.3,1
19-159 Reef,FL,2015,27.6,74
19-159 Reef,FL,2015,27.7,69
19-159 Reef,FL,2015,27.8,57
19-159 Reef,FL,2015,27.9,40
19-159 Reef,FL,2015,28,30
19-159 Reef,FL,2015,28.1,16
19-159 Reef,FL,2015,28.2,7
19-159 Reef,FL,2015,28.3,1
19-159 Reef,FL,2016,27.5,94
19-159 Reef,FL,2016,27.6,82
19-159 Reef,FL,2016,27.7,76
19-159 Reef,FL,2016,27.8,70
19-159 Reef,FL,2016,27.9,64
19-159 Reef,FL,2016,28,57
19-159 Reef,FL,2016,28.1,55
19-159 Reef,FL,2016,28.2,52
19-159 Reef,FL,2016,28.3,45
19-159 Reef,FL,2016,28.4,29
19-159 Reef,FL,2016,28.5,15
19-159 Reef,FL,2016,28.6,7
19-159 Reef,FL,2016,28.7,4
19-159 Reef,FL,2016,28.8,1
19-159 Reef,FL,2017,27.8,48
19-159 Reef,FL,2017,27.9,40
19-159 Reef,FL,2017,28,32
19-159 Reef,FL,2017,28.1,22
19-159 Reef,FL,2017,28.2,18
19-159 Reef,FL,2017,28.3,16
19-159 Reef,FL,2017,28.4,9
19-159 Reef,FL,2017,28.5,4
19-159 Reef,FL,2017,28.6,1
19-159 Reef,SL,2015,27.5,75
19-159 Reef,SL,2015,27.6,69
19-159 Reef,SL,2015,27.7,57
19-159 Reef,SL,2015,27.8,45
19-159 Reef,SL,2015,27.9,33
19-159 Reef,SL,2015,28,22
19-159 Reef,SL,2015,28.1,9
19-159 Reef,SL,2015,28.2,2
19-159 Reef,SL,2015,28.3,1
19-159 Reef,SL,2016,27.5,86
19-159 Reef,SL,2016,27.6,76
19-159 Reef,SL,2016,27.7,71
19-159 Reef,SL,2016,27.8,64
19-159 Reef,SL,2016,27.9,60
19-159 Reef,SL,2016,28,57
19-159 Reef,SL,2016,28.1,54
19-159 Reef,SL,2016,28.2,48
19-159 Reef,SL,2016,28.3,34
19-159 Reef,SL,2016,28.4,17
19-159 Reef,SL,2016,28.5,9
19-159 Reef,SL,2016,28.6,3
19-159 Reef,SL,2016,28.7,1
19-159 Reef,SL,2017,27.8,45
19-159 Reef,SL,2017,27.9,40
19-159 Reef,SL,2017,28,30
19-159 Reef,SL,2017,28.1,22
19-159 Reef,SL,2017,28.2,19
19-159 Reef,SL,2017,28.3,13
19-159 Reef,SL,2017,28.4,7
19-159 Reef,SL,2017,28.5,4
19-159 Reef,SL,2017,28.6,1
19-159 Reef,SL,2012,27.5,74
19-159 Reef,SL,2012,27.6,66
19-159 Reef,SL,2012,27.7,59
19-159 Reef,SL,2012,27.8,36
19-159 Reef,SL,2012,27.9,22
19-159 Reef,SL,2012,28,15
19-159 Reef,SL,2012,28.1,5
19-159 Reef,SL,2012,28.2,2
19-159 Reef,SL,2012,28.3,1
19-159 Reef,SL,2013,27.5,46
19-159 Reef,SL,2013,27.6,26
19-159 Reef,SL,2013,27.7,19
19-159 Reef,SL,2013,27.8,9
19-159 Reef,SL,2013,27.9,1
20-104 Reef,FL,2015,27.5,76
20-104 Reef,FL,2015,27.6,75
20-104 Reef,FL,2015,27.7,74
20-104 Reef,FL,2015,27.8,71
20-104 Reef,FL,2015,27.9,69
20-104 Reef,FL,2015,28,64
20-104 Reef,FL,2015,28.1,58
20-104 Reef,FL,2015,28.2,50
20-104 Reef,FL,2015,28.3,38
20-104 Reef,FL,2015,28.4,24
20-104 Reef,FL,2015,28.5,17
20-104 Reef,FL,2015,28.6,13
20-104 Reef,FL,2015,28.7,9
20-104 Reef,FL,2015,28.8,6
20-104 Reef,FL,2015,28.9,5
20-104 Reef,FL,2015,29,3
20-104 Reef,FL,2015,29.2,1
20-104 Reef,FL,2016,27.5,106
20-104 Reef,FL,2016,27.6,105
20-104 Reef,FL,2016,27.7,102
20-104 Reef,FL,2016,27.8,96
20-104 Reef,FL,2016,27.9,94
20-104 Reef,FL,2016,28,91
20-104 Reef,FL,2016,28.1,85
20-104 Reef,FL,2016,28.2,75
20-104 Reef,FL,2016,28.3,63
20-104 Reef,FL,2016,28.4,53
20-104 Reef,FL,2016,28.5,41
20-104 Reef,FL,2016,28.6,33
20-104 Reef,FL,2016,28.7,29
20-104 Reef,FL,2016,28.8,25
20-104 Reef,FL,2016,28.9,20
20-104 Reef,FL,2016,29,14
20-104 Reef,FL,2016,29.1,11
20-104 Reef,FL,2016,29.2,7
20-104 Reef,FL,2016,29.3,2
20-104 Reef,FL,2016,29.4,1
20-104 Reef,FL,2017,27.9,47
20-104 Reef,FL,2017,28,44
20-104 Reef,FL,2017,28.2,43
20-104 Reef,FL,2017,28.3,40
20-104 Reef,FL,2017,28.4,37
20-104 Reef,FL,2017,28.5,34
20-104 Reef,FL,2017,28.6,26
20-104 Reef,FL,2017,28.7,16
20-104 Reef,FL,2017,28.8,8
20-104 Reef,FL,2017,28.9,7
20-104 Reef,FL,2017,29,2
20-104 Reef,FL,2017,29.1,1
21-062 Reef,FL,2016,27.5,37
21-062 Reef,FL,2016,27.6,34
21-062 Reef,FL,2016,27.7,32
21-062 Reef,FL,2016,27.8,30
21-062 Reef,FL,2016,27.9,28
21-062 Reef,FL,2016,28,19
21-062 Reef,FL,2016,28.1,10
21-062 Reef,FL,2016,28.2,4
21-062 Reef,FL,2016,28.3,2
21-062 Reef,FL,2016,28.4,1
21-062 Reef,FL,2017,27.5,90
21-062 Reef,FL,2017,27.6,87
21-062 Reef,FL,2017,27.7,85
21-062 Reef,FL,2017,27.8,81
21-062 Reef,FL,2017,27.9,79
21-062 Reef,FL,2017,28,75
21-062 Reef,FL,2017,28.1,71
21-062 Reef,FL,2017,28.2,68
21-062 Reef,FL,2017,28.3,67
21-062 Reef,FL,2017,28.4,64
21-062 Reef,FL,2017,28.5,49
21-062 Reef,FL,2017,28.6,36
21-062 Reef,FL,2017,28.7,23
21-062 Reef,FL,2017,28.8,15
21-062 Reef,FL,2017,28.9,8
21-062 Reef,FL,2017,29,4
21-062 Reef,FL,2017,29.1,1
21-062 Reef,FL,2018,27.5,59
21-062 Reef,FL,2018,27.6,51
21-062 Reef,FL,2018,27.7,43
21-062 Reef,FL,2018,27.8,37
21-062 Reef,FL,2018,27.9,26
21-062 Reef,FL,2018,28,17
21-062 Reef,FL,2018,28.1,8
21-062 Reef,FL,2018,28.2,2
21-062 Reef,FL,2018,28.3,1
21-062 Reef,SL,2016,27.5,99
21-062 Reef,SL,2016,27.6,94
21-062 Reef,SL,2016,27.7,93
21-062 Reef,SL,2016,27.8,84
21-062 Reef,SL,2016,27.9,74
21-062 Reef,SL,2016,28,62
21-062 Reef,SL,2016,28.1,47
21-062 Reef,SL,2016,28.2,38
21-062 Reef,SL,2016,28.3,30
21-062 Reef,SL,2016,28.4,23
21-062 Reef,SL,2016,28.5,11
21-062 Reef,SL,2016,28.6,8
21-062 Reef,SL,2016,28.7,7
21-062 Reef,SL,2016,28.8,6
21-062 Reef,SL,2016,28.9,4
21-062 Reef,SL,2016,29,1
21-062 Reef,SL,2017,27.5,88
21-062 Reef,SL,2017,27.6,86
21-062 Reef,SL,2017,27.7,84
21-062 Reef,SL,2017,27.8,80
21-062 Reef,SL,2017,27.9,78
21-062 Reef,SL,2017,28,75
21-062 Reef,SL,2017,28.1,70
21-062 Reef,SL,2017,28.2,68
21-062 Reef,SL,2017,28.3,67
21-062 Reef,SL,2017,28.4,54
21-062 Reef,SL,2017,28.5,44
21-062 Reef,SL,2017,28.6,33
21-062 Reef,SL,2017,28.7,18
21-062 Reef,SL,2017,28.8,10
21-062 Reef,SL,2017,28.9,4
21-062 Reef,SL,2017,29,1
21-062 Reef,SL,2018,27.5,60
21-062 Reef,SL,2018,27.6,50
21-062 Reef,SL,2018,27.7,44
21-062 Reef,SL,2018,27.8,31
21-062 Reef,SL,2018,27.9,23
21-062 Reef,SL,2018,28,16
21-062 Reef,SL,2018,28.1,6
21-062 Reef,SL,2018,28.2,1
21-062 Reef,SL,2014,27.5,28
21-062 Reef,SL,2014,27.6,18
21-062 Reef,SL,2014,27.7,5
21-062 Reef,SL,2014,27.8,1
21-062 Reef,SL,2015,27.5,106
21-062 Reef,SL,2015,27.6,105
21-062 Reef,SL,2015,27.7,104
21-062 Reef,SL,2015,27.8,95
21-062 Reef,SL,2015,27.9,90
21-062 Reef,SL,2015,28,76
21-062 Reef,SL,2015,28.1,52
21-062 Reef,SL,2015,28.2,38
21-062 Reef,SL,2015,28.3,27
21-062 Reef,SL,2015,28.4,21
21-062 Reef,SL,2015,28.5,18
21-062 Reef,SL,2015,28.6,15
21-062 Reef,SL,2015,28.7,8
21-062 Reef,SL,2015,28.8,3
21-062 Reef,SL,2015,28.9,1
21-139 Reef,FL,2016,27.5,74
21-139 Reef,FL,2016,27.6,72
21-139 Reef,FL,2016,27.7,69
21-139 Reef,FL,2016,27.8,58
21-139 Reef,FL,2016,27.9,48
21-139 Reef,FL,2016,28,42
21-139 Reef,FL,2016,28.1,32
21-139 Reef,FL,2016,28.2,23
21-139 Reef,FL,2016,28.3,19
21-139 Reef,FL,2016,28.4,9
21-139 Reef,FL,2016,28.5,7
21-139 Reef,FL,2016,28.6,1
21-139 Reef,FL,2017,27.6,81
21-139 Reef,FL,2017,27.7,79
21-139 Reef,FL,2017,27.8,73
21-139 Reef,FL,2017,27.9,71
21-139 Reef,FL,2017,28,69
21-139 Reef,FL,2017,28.1,67
21-139 Reef,FL,2017,28.2,62
21-139 Reef,FL,2017,28.3,49
21-139 Reef,FL,2017,28.4,43
21-139 Reef,FL,2017,28.5,32
21-139 Reef,FL,2017,28.6,23
21-139 Reef,FL,2017,28.7,12
21-139 Reef,FL,2017,28.9,8
21-139 Reef,FL,2017,29,4
21-139 Reef,FL,2017,29.1,1
21-139 Reef,FL,2018,27.5,53
21-139 Reef,FL,2018,27.6,48
21-139 Reef,FL,2018,27.7,39
21-139 Reef,FL,2018,27.8,31
21-139 Reef,FL,2018,27.9,23
21-139 Reef,FL,2018,28,12
21-139 Reef,FL,2018,28.1,9
21-139 Reef,FL,2018,28.2,4
21-139 Reef,FL,2018,28.3,1
21-139 Reef,SL,2016,27.5,92
21-139 Reef,SL,2016,27.6,91
21-139 Reef,SL,2016,27.7,85
21-139 Reef,SL,2016,27.8,73
21-139 Reef,SL,2016,27.9,58
21-139 Reef,SL,2016,28,43
21-139 Reef,SL,2016,28.1,29
21-139 Reef,SL,2016,28.2,17
21-139 Reef,SL,2016,28.3,11
21-139 Reef,SL,2016,28.4,5
21-139 Reef,SL,2016,28.5,1
21-139 Reef,SL,2017,27.5,82
21-139 Reef,SL,2017,27.6,79
21-139 Reef,SL,2017,27.7,77
21-139 Reef,SL,2017,27.8,72
21-139 Reef,SL,2017,27.9,69
21-139 Reef,SL,2017,28,68
21-139 Reef,SL,2017,28.1,66
21-139 Reef,SL,2017,28.2,59
21-139 Reef,SL,2017,28.3,42
21-139 Reef,SL,2017,28.4,36
21-139 Reef,SL,2017,28.5,29
21-139 Reef,SL,2017,28.6,18
21-139 Reef,SL,2017,28.7,9
21-139 Reef,SL,2017,28.8,3
21-139 Reef,SL,2017,28.9,1
21-139 Reef,SL,2018,27.5,48
21-139 Reef,SL,2018,27.6,41
21-139 Reef,SL,2018,27.7,33
21-139 Reef,SL,2018,27.8,22
21-139 Reef,SL,2018,27.9,10
21-139 Reef,SL,2018,28,8
21-139 Reef,SL,2018,28.1,3
21-139 Reef,SL,2018,28.2,1
21-139 Reef,SL,2014,27.5,31
21-139 Reef,SL,2014,27.6,21
21-139 Reef,SL,2014,27.7,15
21-139 Reef,SL,2014,27.8,8
21-139 Reef,SL,2014,27.9,3
21-139 Reef,SL,2014,28,1
21-139 Reef,SL,2015,27.5,104
21-139 Reef,SL,2015,27.6,101
21-139 Reef,SL,2015,27.7,100
21-139 Reef,SL,2015,27.9,91
21-139 Reef,SL,2015,28,83
21-139 Reef,SL,2015,28.1,77
21-139 Reef,SL,2015,28.2,62
21-139 Reef,SL,2015,28.3,44
21-139 Reef,SL,2015,28.4,32
21-139 Reef,SL,2015,28.5,24
21-139 Reef,SL,2015,28.6,17
21-139 Reef,SL,2015,28.7,14
21-139 Reef,SL,2015,28.8,8
21-139 Reef,SL,2015,28.9,6
21-139 Reef,SL,2015,29,3
21-139 Reef,SL,2015,29.1,1
21-187 Reef,FL,2016,27.5,31
21-187 Reef,FL,2016,27.6,30
21-187 Reef,FL,2016,27.7,27
21-187 Reef,FL,2016,27.8,24
21-187 Reef,FL,2016,27.9,16
21-187 Reef,FL,2016,28,8
21-187 Reef,FL,2016,28.1,6
21-187 Reef,FL,2016,28.2,1
21-187 Reef,FL,2017,27.5,84
21-187 Reef,FL,2017,27.6,78
21-187 Reef,FL,2017,27.7,75
21-187 Reef,FL,2017,27.8,71
21-187 Reef,FL,2017,27.9,68
21-187 Reef,FL,2017,28,62
21-187 Reef,FL,2017,28.1,49
21-187 Reef,FL,2017,28.2,42
21-187 Reef,FL,2017,28.3,39
21-187 Reef,FL,2017,28.4,33
21-187 Reef,FL,2017,28.5,22
21-187 Reef,FL,2017,28.6,11
21-187 Reef,FL,2017,28.8,7
21-187 Reef,FL,2017,28.9,2
21-187 Reef,FL,2017,29,1
21-187 Reef,FL,2018,27.5,44
21-187 Reef,FL,2018,27.6,28
21-187 Reef,FL,2018,27.7,24
21-187 Reef,FL,2018,27.8,14
21-187 Reef,FL,2018,27.9,7
21-187 Reef,FL,2018,28,3
21-187 Reef,FL,2018,28.1,1
21-187 Reef,SL,2016,27.5,82
21-187 Reef,SL,2016,27.6,77
21-187 Reef,SL,2016,27.7,70
21-187 Reef,SL,2016,27.8,62
21-187 Reef,SL,2016,27.9,47
21-187 Reef,SL,2016,28,32
21-187 Reef,SL,2016,28.1,18
21-187 Reef,SL,2016,28.2,6
21-187 Reef,SL,2016,28.3,1
21-187 Reef,SL,2017,27.5,84
21-187 Reef,SL,2017,27.6,78
21-187 Reef,SL,2017,27.7,73
21-187 Reef,SL,2017,27.8,71
21-187 Reef,SL,2017,27.9,69
21-187 Reef,SL,2017,28,61
21-187 Reef,SL,2017,28.1,49
21-187 Reef,SL,2017,28.2,43
21-187 Reef,SL,2017,28.3,38
21-187 Reef,SL,2017,28.4,31
21-187 Reef,SL,2017,28.5,21
21-187 Reef,SL,2017,28.6,12
21-187 Reef,SL,2017,28.7,7
21-187 Reef,SL,2017,28.8,2
21-187 Reef,SL,2017,28.9,1
21-187 Reef,SL,2018,27.5,40
21-187 Reef,SL,2018,27.6,26
21-187 Reef,SL,2018,27.7,22
21-187 Reef,SL,2018,27.8,13
21-187 Reef,SL,2018,27.9,7
21-187 Reef,SL,2018,28,2
